lon,lat,type,loctype,address,north,south,east,west,locality,postal_town,administrative_area_level_2,administrative_area_level_1,country,administrative_area_level_4,postal_code,route,neighborhood,political,establishment,street_number,administrative_area_level_3,locality.1,premise,campground,colloquial_area,bus_station,subpremise,postal_code_suffix,route.1,bar,political.1,premise.1,art_gallery,airport,archipelago
-2.2294172,53.4103463,political,approximate,"didsbury, manchester, uk",53.4202035,53.40593430000001,-2.2220031,-2.2428612,NA,Manchester,Greater Manchester,England,United Kingdom,NA,NA,NA,NA,Didsbury,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.494876,55.045871,locality,approximate,"earsdon, whitley bay ne25 9jn, uk",55.0522631,55.0394778,-1.4788686,-1.5108834,Earsdon,Whitley Bay,Tyne and Wear,England,United Kingdom,NA,NE25 9JN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.7290456,54.9556364,locality,approximate,"winlaton, blaydon-on-tyne ne21, uk",54.9628196,54.94721449999999,-1.7168541,-1.7405466,Winlaton,Blaydon-on-Tyne,Tyne and Wear,England,United Kingdom,NA,NE21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.622533,52.446542,locality,approximate,"brandon ip27, uk",52.457468,52.4075427,0.6609613999999999,0.5392137,Brandon,Brandon,Suffolk,England,United Kingdom,NA,IP27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.52199,54.972283,locality,approximate,"hebburn, uk",54.98672269999999,54.9521929,-1.4928463,-1.5343375,Hebburn,NA,Tyne and Wear,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.6588288,54.88170700000001,establishment,rooftop,"regional resource centre, beamish dh9 0rg, uk",54.8901256,54.8797378,-1.6485375,-1.6687154,NA,Beamish,County Durham,England,United Kingdom,NA,DH9 0RG,NA,NA,NA,NA,NA,NA,NA,Regional Resource Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.742843,54.8551431,locality,approximate,"annfield plain, uk",54.8787297,54.84082859999999,-1.7177389,-1.7740375,Annfield Plain,NA,County Durham,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.7105058,54.8936411,locality,approximate,"tanfield, uk",54.899869700000004,54.8917864,-1.7054905,-1.7175028,Tanfield,NA,County Durham,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.72191,54.887866,locality,approximate,"tantobie, uk",54.897613,54.8738362,-1.7096954,-1.7468349,Tantobie,NA,County Durham,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.5171045,54.8138969,locality,approximate,"leamside, houghton le spring dh4 6qs, uk",54.82032599999999,54.8074668,-1.5010971,-1.5331119,Leamside,Houghton le Spring,County Durham,England,United Kingdom,NA,DH4 6QS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.517366,54.89743199999999,locality,approximate,"washington, uk",54.9331635,54.8734508,-1.4734467,-1.5627732,Washington,NA,Tyne and Wear,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.3509303,54.7360617,locality,approximate,"castle eden, hartlepool ts27, uk",54.73992939999999,54.7258246,-1.3332491,-1.3603649,Castle Eden,Hartlepool,County Durham,England,United Kingdom,NA,TS27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.133219,55.019757,locality,approximate,"kirkpatrick-fleming, lockerbie dg11 3nh, uk",55.0261533,55.0133597,-3.1172116,-3.1492264,Kirkpatrick-Fleming,Lockerbie,Dumfries and Galloway,Scotland,United Kingdom,NA,DG11 3NH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.0626071,55.0050199,locality,approximate,"gretna green, gretna dg16, uk",55.0074376,55.0039637,-3.0596827,-3.0657747,Gretna Green,Gretna,Dumfries and Galloway,Scotland,United Kingdom,NA,DG16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.468691,54.841016,locality,approximate,"houghton le spring, uk",54.90441879999999,54.826319,-1.4192538,-1.5356459,Houghton le Spring,NA,Tyne and Wear,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.4910527,54.7878029,neighborhood,approximate,"hallgarth, high pittington, durham dh6 1re, uk",54.79423620000001,54.78136860000001,-1.4750453,-1.5070601,High Pittington,Durham,County Durham,England,United Kingdom,NA,DH6 1RE,NA,Hallgarth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.788039,55.240837,locality,approximate,"burnhead, thornhill dg3 4ad, uk",55.247198,55.234475,-3.7720316,-3.8040464,Burnhead,Thornhill,Dumfries and Galloway,Scotland,United Kingdom,NA,DG3 4AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.2665144,57.2373865,locality,approximate,"hatton of fintray, aberdeen ab21, uk",57.2404312,57.23528049999999,-2.2570235,-2.2702637,Hatton of Fintray,Aberdeen,Aberdeenshire,Scotland,United Kingdom,NA,AB21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.6321819,57.3135904,locality,approximate,"premnay, insch ab52 6pr, uk",57.3196157,57.30756410000001,-2.6161745,-2.6481893,Premnay,Insch,Aberdeenshire,Scotland,United Kingdom,NA,AB52 6PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.471197,57.305036,locality,approximate,"chapel of garioch, inverurie ab51 5hf, uk",57.31106269999999,57.2990083,-2.4551896,-2.4872044,Chapel of Garioch,Inverurie,Aberdeenshire,Scotland,United Kingdom,NA,AB51 5HF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4.22064,56.05282399999999,locality,approximate,"fintry, glasgow g63 0xb, uk",56.0590544,56.0465926,-4.2046326,-4.2366474,Fintry,Glasgow,Stirling,Scotland,United Kingdom,NA,G63 0XB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.190301,57.266414,locality,approximate,"newmachar, aberdeen ab21, uk",57.27583199999999,57.2591523,-2.1706418,-2.2119185,Newmachar,Aberdeen,Aberdeenshire,Scotland,United Kingdom,NA,AB21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.3647241,57.30686249999999,premise,rooftop,"bourtie, inverurie ab51 0hn, uk",57.3082114802915,57.30551351970849,-2.363375119708498,-2.366073080291502,NA,Inverurie,Aberdeenshire,Scotland,United Kingdom,NA,AB51 0HN,NA,NA,NA,NA,NA,NA,NA,Bourtie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.542189,51.943544,locality,approximate,"chipping norton ox7, uk",51.94877349999999,51.930839400000004,-1.530352,-1.5735452,Chipping Norton,Chipping Norton,Oxfordshire,England,United Kingdom,NA,OX7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.641432,51.786504,locality,approximate,"wigginton, tring hp23, uk",51.78800409999999,51.77722139999999,-0.6317242,-0.649671,Wigginton,Tring,Hertfordshire,England,United Kingdom,NA,HP23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.641432,51.786504,locality,approximate,"wigginton, tring hp23, uk",51.78800409999999,51.77722139999999,-0.6317242,-0.649671,Wigginton,Tring,Hertfordshire,England,United Kingdom,NA,HP23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.58073,52.349557,locality,approximate,"kenilworth cv8, uk",52.3621734,52.3301968,-1.5383786,-1.5959881,Kenilworth,Kenilworth,Warwickshire,England,United Kingdom,NA,CV8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.188683,50.799468,locality,approximate,"honiton ex14, uk",50.811457,50.78577079999999,-3.1518907,-3.2151708,Honiton,Honiton,Devon,England,United Kingdom,NA,EX14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4.118457,50.86429500000001,locality,approximate,"petrockstow, okehampton ex20 3hr, uk",50.8713369,50.857252,-4.1024496,-4.1344644,Petrockstow,Okehampton,Devon,England,United Kingdom,NA,EX20 3HR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.5966261,50.7642964,administrative_area_level_4,approximate,"newton st. cyres, uk",50.78854370000001,50.7433006,-3.5474011,-3.6374053,NA,NA,Devon,England,United Kingdom,Newton St. Cyres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.7641352,52.1005259,administrative_area_level_4,approximate,"burghill, hereford hr4, uk",52.1251962,52.0766216,-2.7343782,-2.8081752,NA,Hereford,Herefordshire,England,United Kingdom,Burghill,HR4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.813284,56.53540899999999,locality,approximate,"monikie, dundee dd5 3wq, uk",56.5415613,56.5292557,-2.7972766,-2.8292914,Monikie,Dundee,Angus,Scotland,United Kingdom,NA,DD5 3WQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.3889999,57.429806,locality,approximate,"fyvie, turriff ab53, uk",57.43484950000001,57.4266726,-2.3832418,-2.401119,Fyvie,Turriff,Aberdeenshire,Scotland,United Kingdom,NA,AB53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.0967914,57.163563,doctor,rooftop,"526 king st, aberdeen ab24 5rs, uk",57.1649119802915,57.1622140197085,-2.095442419708498,-2.098140380291502,NA,Aberdeen,Aberdeen City,Scotland,United Kingdom,NA,AB24 5RS,King Street,NA,NA,NA,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.75178,52.9093041,administrative_area_level_4,approximate,"woolsthorpe by belvoir, uk",52.9245094,52.88277100000001,-0.7357244,-0.776864,NA,NA,Lincolnshire,England,United Kingdom,Woolsthorpe By Belvoir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.645207,53.11033399999999,locality,approximate,"carlton-le-moorland, lincoln ln5 9hs, uk",53.11703139999999,53.1036356,-0.6291996,-0.6612144,Carlton-le-Moorland,Lincoln,Lincolnshire,England,United Kingdom,NA,LN5 9HS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.77589,53.276798,locality,approximate,"tideswell, buxton sk17, uk",53.2879705,53.270207,-1.76492,-1.7841233,Tideswell,Buxton,Derbyshire,England,United Kingdom,NA,SK17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.77589,53.276798,locality,approximate,"tideswell, buxton sk17, uk",53.2879705,53.270207,-1.76492,-1.7841233,Tideswell,Buxton,Derbyshire,England,United Kingdom,NA,SK17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.834996,53.296366,locality,approximate,"deganwy, uk",53.3036425,53.28519679999999,-3.8098577,-3.8406085,Deganwy,NA,Conwy,Wales,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.198674,53.147195,locality,approximate,"mansfield, uk",53.1652442,53.1120038,-1.1375816,-1.2494289,Mansfield,NA,Nottinghamshire,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.262504,53.126933,locality,approximate,"sutton-in-ashfield ng17, uk",53.14976859999999,53.1107522,-1.2175843,-1.3070392,Sutton-in-Ashfield,NA,Nottinghamshire,England,United Kingdom,NA,NG17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5.116063,55.2529435,establishment,approximate,"ailsa craig ka26 0jq, uk",55.2579299,55.2467918,-5.1067861,-5.1242332,NA,NA,South Ayrshire,Scotland,United Kingdom,NA,KA26 0JQ,NA,NA,NA,Ailsa Craig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.306043,56.9922,locality,approximate,"rickarton, stonehaven ab39 3td, uk",56.9982779,56.9861212,-2.2900356,-2.3220504,Rickarton,Stonehaven,Aberdeenshire,Scotland,United Kingdom,NA,AB39 3TD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.1613635,57.0212035,locality,approximate,"muchalls, stonehaven ab39 3xr, uk",57.0272766,57.0151294,-2.1453561,-2.1773709,Muchalls,Stonehaven,Aberdeenshire,Scotland,United Kingdom,NA,AB39 3XR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.412157,56.876579,locality,approximate,"fordoun, laurencekirk ab30 1sg, uk",56.8826757,56.87048129999999,-2.3961496,-2.4281644,Fordoun,Laurencekirk,Aberdeenshire,Scotland,United Kingdom,NA,AB30 1SG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.556529,56.806332,locality,approximate,"luthermuir, laurencekirk ab30 1yx, uk",56.8124402,56.8002228,-2.5405216,-2.5725364,Luthermuir,Laurencekirk,Aberdeenshire,Scotland,United Kingdom,NA,AB30 1YX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.061683,53.397349,locality,approximate,"marple, uk",53.4086527,53.36888870000001,-2.0286249,-2.0968222,Marple,NA,Greater Manchester,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.042044,53.35833,locality,approximate,"disley, stockport, uk",53.366101,53.3482724,-2.0177545,-2.0647565,Disley,Stockport,Cheshire East,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.736329,54.942631,locality,approximate,"brampton, uk",54.9642892,54.91187,-2.6651397,-2.7974886,Brampton,NA,Cumbria,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.643582,52.912524,locality,approximate,"grantham, uk",52.9412338,52.8926729,-0.5748717999999999,-0.6817350999999999,Grantham,Grantham,Lincolnshire,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.7606929,54.0859366,locality,approximate,"pateley bridge, harrogate hg3, uk",54.0917921,54.079677,-1.744054,-1.7739611,Pateley Bridge,Harrogate,North Yorkshire,England,United Kingdom,NA,HG3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.262034,51.615786,locality,approximate,"edgware, uk",51.6448095,51.5684614,-0.2312163,-0.3055976,Edgware,NA,Greater London,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.35992,52.8710133,locality,approximate,"shardlow, derby de72, uk",52.8724217,52.8668047,-1.3489479,-1.3699586,Shardlow,Derby,Derbyshire,England,United Kingdom,NA,DE72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.5405789999999999,53.230688,locality,approximate,"lincoln, uk",53.25480349999999,53.1817882,-0.4926212999999999,-0.6183716,Lincoln,Lincoln,Lincolnshire,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.760979,53.301251,locality,approximate,"little hucklow, buxton sk17 8rt, uk",53.3079186,53.2945824,-1.7449716,-1.7769864,Little Hucklow,Buxton,Derbyshire,England,United Kingdom,NA,SK17 8RT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.479467,53.3083219,locality,approximate,"welton, lincoln ln2, uk",53.3135716,53.2991705,-0.4624922,-0.4961349999999999,Welton,Lincoln,Lincolnshire,England,United Kingdom,NA,LN2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.209,52.292976,locality,approximate,"braunston, daventry nn11, uk",52.2955802,52.283775,-1.1938695,-1.2185016,Braunston,Daventry,Northamptonshire,England,United Kingdom,NA,NN11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.7104931999999999,52.2429228,locality,approximate,"bury st edmunds, bury saint edmunds, uk",52.25553009999999,52.2230667,0.7608305,0.6765317,Bury Saint Edmunds,Bury Saint Edmunds,Suffolk,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.681823,52.192155,locality,approximate,"whepstead, bury saint edmunds ip29 4ta, uk",52.1989945,52.1853145,0.6978304,0.6658156,Whepstead,Bury Saint Edmunds,Suffolk,England,United Kingdom,NA,IP29 4TA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6316465,52.1762721,administrative_area_level_4,approximate,"rede, bury saint edmunds ip29, uk",52.1908252,52.1595409,0.6556658,0.61263,NA,Bury Saint Edmunds,Suffolk,England,United Kingdom,Rede,IP29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.7228749999999999,52.154273,locality,approximate,"lawshall, bury saint edmunds ip29 4pa, uk",52.1611183,52.1474266,0.7388823999999999,0.7068675999999999,Lawshall,Bury Saint Edmunds,Suffolk,England,United Kingdom,NA,IP29 4PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.7228749999999999,52.154273,locality,approximate,"lawshall, bury saint edmunds ip29 4pa, uk",52.1611183,52.1474266,0.7388823999999999,0.7068675999999999,Lawshall,Bury Saint Edmunds,Suffolk,England,United Kingdom,NA,IP29 4PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.719117,52.198411,locality,approximate,"hawstead, bury saint edmunds ip29 5nl, uk",52.2052495,52.1915714,0.7351244,0.7031096,Hawstead,Bury Saint Edmunds,Suffolk,England,United Kingdom,NA,IP29 5NL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.0662529,52.169837,locality,approximate,"creeting st mary, ipswich ip6 8nr, uk",52.1766799,52.162993,1.0822603,1.0502455,Creeting Saint Mary,Ipswich,Suffolk,England,United Kingdom,NA,IP6 8NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.952647,52.0450779,locality,approximate,"hadleigh, ipswich ip7, uk",52.058026,52.0318881,0.9792415999999998,0.9342198,Hadleigh,Ipswich,Suffolk,England,United Kingdom,NA,IP7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.0758768,50.8094786,establishment,approximate,"portsea island, portsmouth, uk",50.8369249,50.7775158,-1.0285627,-1.1118302,Portsmouth,NA,Portsmouth,England,United Kingdom,NA,NA,NA,NA,NA,Portsea Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.172212,51.072333,locality,approximate,"east knoyle, salisbury sp3 6ag, uk",51.0793435,51.0653215,-2.1562046,-2.1882194,East Knoyle,Salisbury,Wiltshire,England,United Kingdom,NA,SP3 6AG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.1061879,51.1108729,administrative_area_level_4,approximate,"berwick st. leonard, salisbury sp3, uk",51.124269,51.0949176,-2.0899132,-2.1201055,NA,Salisbury,Wiltshire,England,United Kingdom,Berwick St. Leonard,SP3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.5247619,51.183917,locality,approximate,"shamley green, guildford gu5, uk",51.1898688,51.17864369999999,-0.5207801,-0.5411673,Shamley Green,Guildford,Surrey,England,United Kingdom,NA,GU5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.127771,51.370922,locality,approximate,"herne bay, uk",51.37560860000001,51.3426653,1.1765176,1.0808433,Herne Bay,NA,Kent,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.998913,55.153062,locality,approximate,"langholm dg13, uk",55.1597093,55.1437689,-2.9842222,-3.01489,Langholm,Langholm,Dumfries and Galloway,Scotland,United Kingdom,NA,DG13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.1219142,51.4116103,establishment,approximate,"river kennet, united kingdom",51.4691633,51.3814965,-0.9453444999999999,-1.3264892,NA,NA,NA,England,United Kingdom,NA,NA,NA,NA,NA,River Kennet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.058232,51.53042199999999,neighborhood,approximate,"cambridge heath, london e2 6qx, uk",51.5373628,51.5234801,-0.0422246,-0.0742394,NA,London,Greater London,England,United Kingdom,NA,E2 6QX,NA,Cambridge Heath,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0099831,51.5684629,neighborhood,approximate,"leytonstone, london e11 1he, uk",51.57539790000001,51.5615268,0.0259905,-0.0060243,NA,London,Greater London,England,United Kingdom,NA,E11 1HE,NA,Leytonstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.7482289999999999,51.628611,locality,approximate,"high wycombe, uk",51.6490691,51.6050787,-0.7008665,-0.8049010999999999,High Wycombe,High Wycombe,Buckinghamshire,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.2879529,51.67078,locality,approximate,"abingdon, uk",51.6929093,51.65576590000001,-1.2535529,-1.311426,Abingdon,Abingdon,Oxfordshire,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.354091,51.847267,locality,approximate,"woodstock ox20, uk",51.8678088,51.8404088,-1.3370125,-1.3697251,Woodstock,Woodstock,Oxfordshire,England,United Kingdom,NA,OX20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.987645,51.999326,locality,approximate,"buckingham mk18, uk",52.0125637,51.9827519,-0.9362141,-1.0043444,Buckingham,Buckingham,Buckinghamshire,England,United Kingdom,NA,MK18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.6606569999999999,51.9196839,locality,approximate,"leighton buzzard lu7, uk",51.9408515,51.9007653,-0.6267516,-0.6990617,Leighton Buzzard,Leighton Buzzard,Central Bedfordshire,England,United Kingdom,NA,LU7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.7219,51.522414,locality,approximate,"maidenhead sl6, uk",51.5474174,51.4886118,-0.6843697999999999,-0.7729980999999999,Maidenhead,Maidenhead,Windsor and Maidenhead,England,United Kingdom,NA,SL6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.335665,51.50724,neighborhood,approximate,"hanwell, london w7 3ph, uk",51.5141844,51.5002946,-0.3196576,-0.3516724,NA,London,Greater London,England,United Kingdom,NA,W7 3PH,NA,Hanwell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.04872369999999999,51.5495975,neighborhood,approximate,"manor park, london e12 6be, uk",51.5565354,51.54265849999999,0.0647311,0.0327163,NA,London,Greater London,England,United Kingdom,NA,E12 6BE,NA,Manor Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.698841,54.868948,locality,approximate,"stanley, uk",54.89593869999999,54.8404629,-1.6577752,-1.7631589,Stanley,NA,County Durham,England,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.103233,49.1805019,locality,approximate,"st helier, jersey",49.1944015,49.1678506,-2.0905818,-2.1197041,Saint Helier,Jersey,NA,St Helier,Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.085559,50.783565,political,approximate,"southsea, portsmouth, uk",50.8031393,50.77756120000001,-1.0287448,-1.1036241,Portsmouth,NA,Portsmouth,England,United Kingdom,NA,NA,NA,NA,Southsea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.8484642,50.7236303,political,approximate,"boscombe, bournemouth, uk",50.7310137,50.7172515,-1.8254266,-1.8664125,Bournemouth,NA,Bournemouth,England,United Kingdom,NA,NA,NA,NA,Boscombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
